case_id,context,phase_step,old_prediction,new_prediction,old_loss,new_loss,decoded_old_estimate,decoder_boundary_error,old_loss_change
case_00,A,53,-0.9962428978738638,-0.7044501087955461,7.05790819310867e-06,0.04367486909548225,-0.9962428978738638,,-1.655558711964019e-06
case_00,A,54,-0.9966186080864774,-0.7047157760346463,5.716905636418023e-06,0.043596386461410584,-0.9966186080864774,,-1.3410025566906477e-06
case_00,A,55,-0.9969567472778297,-0.7049548765498365,4.630693565498531e-06,0.04352581243586112,-0.9969567472778297,,-1.0862120709194913e-06
case_00,A,56,-0.9972610725500467,-0.7051700670135075,3.7508617880538406e-06,0.04346234469240983,-0.9972610725500467,,-8.798317774446906e-07
case_00,A,57,-0.997534965295042,-0.7053637384308115,3.0381980483235836e-06,0.04340526331573365,-0.997534965295042,,-7.12663739730257e-07
case_00,A,58,-0.9977814687655379,-0.7055380427063851,2.460940419142053e-06,0.043353922146593345,-0.9977814687655379,,-5.772576291815305e-07
case_00,A,59,-0.9980033218889841,-0.7056949165544014,1.993361739504997e-06,0.04330774107096037,-0.9980033218889841,,-4.6757867963705627e-07
case_00,A,60,-0.9982029897000857,-0.705836103017616,1.6146230089990474e-06,0.04326619914393131,-0.9982029897000857,,-3.7873873050594947e-07
case_00,A,61,-0.9983826907300771,-0.7059631708345091,1.3078446372892283e-06,0.04322882845284804,-0.9983826907300771,,-3.067783717098191e-07
case_00,A,62,-0.9985444216570694,-0.7060775318697129,1.0593541562043557e-06,0.04319520863589982,-0.9985444216570694,,-2.484904810848726e-07
case_00,A,63,-0.9986899794913624,-0.7061804568013964,8.580768665255572e-07,0.04316496198271804,-0.9986899794913624,,-2.0127728967879852e-07
case_00,A,64,-0.9988209815422262,-0.7062730892399115,6.95042261885649e-07,0.043137749052332496,-0.9988209815422262,,-1.6303460463990822e-07
case_00,B,1,-1.0195906105837698,-0.7356457803159204,0.00019189601152245592,0.034941576732389304,-0.9988209815422263,1.1102230246251565e-16,0.00019120096926057025
case_00,B,2,-1.038283276721159,-0.7620812022843284,0.0007328046382544151,0.02830267715323533,-0.9988209815422264,2.220446049250313e-16,0.0005409086267319592
case_00,B,3,-1.0551066762448091,-0.7858730820558957,0.001518372883375106,0.022925168494120594,-0.9988209815422264,2.220446049250313e-16,0.0007855682451206908
case_00,B,4,-1.0702477358160942,-0.8072857738503061,0.0024673721936438837,0.018569386480237683,-0.9988209815422263,1.1102230246251565e-16,0.0009489993102687778
case_00,B,5,-1.083874689430251,-0.8265571964652754,0.0035174817635105203,0.015041203048992544,-0.9988209815422264,2.220446049250313e-16,0.0010501095698666365
case_00,B,6,-1.096138947682992,-0.8439014768187478,0.004621348630796529,0.01218337446968396,-0.9988209815422264,2.220446049250313e-16,0.0011038668672860084
case_00,B,7,-1.1071767801104588,-0.8595113291368731,0.005743431097422823,0.009868533320443998,-0.9988209815422264,2.220446049250313e-16,0.001122082466626294
case_00,B,8,-1.117110829295179,-0.8735601962231858,0.00685747316910228,0.007993511989559637,-0.9988209815422264,2.220446049250313e-16,0.0011140420716794575
case_00,B,9,-1.126051473561427,-0.8862041766008671,0.007944486993503577,0.006474744711543317,-0.9988209815422263,1.1102230246251565e-16,0.0010870138244012967
case_00,B,10,-1.1340980534010505,-0.8975837589407805,0.008991143962975498,0.005244543216350083,-0.9988209815422264,2.220446049250313e-16,0.0010466569694719211
case_00,B,11,-1.1413399752567115,-0.9078253830467025,0.009988494302783908,0.004248080005243563,-0.9988209815422263,1.1102230246251565e-16,0.0009973503398084099
case_00,B,12,-1.1478577049268064,-0.9170428447420321,0.010930950453111273,0.0034409448042472934,-0.9988209815422263,1.1102230246251565e-16,0.0009424561503273646
case_00,B,13,-1.1537236616298918,-0.9253385602678289,0.011815482072450737,0.0027871652914403084,-0.9988209815422263,1.1102230246251565e-16,0.0008845316193394643
case_00,B,14,-1.1590030226626686,-0.932804704241046,0.012640980607932558,0.0022576038860666506,-0.9988209815422262,0.0,0.0008254985354818212
case_00,B,15,-1.1637544475921677,-0.9395242338169413,0.013407759553108004,0.0018286591477139943,-0.9988209815422261,1.1102230246251565e-16,0.0007667789451754458
case_00,B,16,-1.168030730028717,-0.9455718104352471,0.014117163116991778,0.0014812139096483396,-0.998820981542226,2.220446049250313e-16,0.0007094035638837738
case_00,B,17,-1.1718793842216113,-0.9510146293917223,0.014771261360200143,0.0011997832668151573,-0.998820981542226,2.220446049250313e-16,0.0006540982432083654
case_00,B,18,-1.1753431729952162,-0.9559131664525501,0.015372614158015155,0.0009718244461202775,-0.998820981542226,2.220446049250313e-16,0.0006013527978150114
case_00,B,19,-1.1784605828914607,-0.9603218498072952,0.01592408982297996,0.0007871778013574208,-0.9988209815422261,1.1102230246251565e-16,0.0005514756649648064
case_00,B,20,-1.1812662517980808,-0.9642896648265658,0.016428727020462608,0.0006376140190995077,-0.9988209815422261,1.1102230246251565e-16,0.000504637197482647
case_00,B,21,-1.1837913538140388,-0.9678606983439092,0.016889630868398592,0.0005164673554706005,-0.9988209815422262,0.0,0.00046090384793598393
case_00,B,22,-1.186063945628401,-0.9710746285095183,0.017309895931404282,0.00041833855793118544,-0.9988209815422262,0.0,0.00042026506300569047
case_00,B,23,-1.188109278261327,-0.9739671656585664,0.017692550283998666,0.0003388542319242611,-0.9988209815422262,0.0,0.0003826543525943839
case_00,B,24,-1.1899500776309604,-0.9765704490927098,0.01804051599600394,0.0002744719278586504,-0.9988209815422262,0.0,0.0003479657120052729
case_00,B,25,-1.1916067970636304,-0.9789134041834388,0.018356582340491617,0.0002223222615655092,-0.9988209815422262,0.0,0.00031606634448767823
case_00,B,26,-1.1930978445530334,-0.9810220637650949,0.018643388785513717,0.00018008103186806137,-0.9988209815422262,0.0,0.0002868064450220996
case_00,B,27,-1.194439787293496,-0.9829198573885853,0.018903415441369982,0.00014586563581313143,-0.998820981542226,2.220446049250313e-16,0.00026002665585626514
case_00,B,28,-1.1956475357599123,-0.9846278716497266,0.01913897912446309,0.00011815116500863885,-0.998820981542226,2.220446049250313e-16,0.00023556368309310752
case_00,B,29,-1.196734509379687,-0.986165084484754,0.019352233590433088,9.570244365699669e-05,-0.9988209815422258,4.440892098500626e-16,0.00021325446596999822
case_00,B,30,-1.1977127856374845,-0.9875485760362787,0.01954517280226695,7.751897936216705e-05,-0.998820981542226,2.220446049250313e-16,0.00019293921183386256
case_00,B,31,-1.198593234269502,-0.9887937184326507,0.01971963634881066,6.279037328335593e-05,-0.9988209815422259,3.3306690738754696e-16,0.0001744635465437093
case_00,B,32,-1.1993856380383179,-0.9899143465893857,0.019877316327973557,5.086020235951785e-05,-0.9988209815422259,3.3306690738754696e-16,0.00015767997916289744
case_00,B,33,-1.200098801430252,-0.990922911930447,0.02001976516691172,4.119676391121057e-05,-0.9988209815422258,4.440892098500626e-16,0.00014244883893816188
case_00,B,34,-1.200740648482993,-0.9918306207374025,0.02014840397668628,3.336937876807929e-05,-0.9988209815422259,3.3306690738754696e-16,0.00012863880977456027
case_00,B,35,-1.2013183108304597,-0.9926475586636622,0.020264531137814793,2.7029196802144637e-05,-0.9988209815422258,4.440892098500626e-16,0.0001161271611285139
case_00,B,36,-1.2018382069431799,-0.993382802797296,0.020369330891018955,2.189364940973708e-05,-0.998820981542226,2.220446049250313e-16,0.0001047997532041614
case_00,B,37,-1.202306113444628,-0.9940445225175665,0.02046388176853535,1.7733856021886375e-05,-0.998820981542226,2.220446049250313e-16,9.455087751639515e-05
case_00,B,38,-1.2027272292959312,-0.9946400702658098,0.02054916474900254,1.4364423377728082e-05,-0.998820981542226,2.220446049250313e-16,8.52829804671891e-05
case_00,B,39,-1.203106233562104,-0.9951760632392287,0.02062607105589199,1.163518293596039e-05,-0.9988209815422259,3.3306690738754696e-16,7.690630688945294e-05
case_00,B,40,-1.2034473374016597,-0.9956584569153057,0.020695409547912373,9.424498178128253e-06,-0.9988209815422258,4.440892098500626e-16,6.933849202038142e-05
case_00,B,41,-1.2037543308572598,-0.9960926112237752,0.020757913671544847,7.633843524283625e-06,-0.9988209815422259,3.3306690738754696e-16,6.250412363247373e-05
case_00,B,42,-1.2040306249672998,-0.9964833501013978,0.02081424796227348,6.1834132546695405e-06,-0.9988209815422258,4.440892098500626e-16,5.6334290728633774e-05
case_00,B,43,-1.204279289666336,-0.9968350150912579,0.020865014093291386,5.008564736282504e-06,-0.9988209815422258,4.440892098500626e-16,5.076613101790556e-05
case_00,B,44,-1.2045030878954683,-0.9971515135821322,0.020910756479390825,4.056937436388764e-06,-0.9988209815422258,4.440892098500626e-16,4.574238609943854e-05
case_00,B,45,-1.2047045063016875,-0.9974363622239188,0.0209519674501088,3.2861193234751555e-06,-0.9988209815422258,4.440892098500626e-16,4.121097071797461e-05
case_00,B,46,-1.2048857828672848,-0.9976927260015269,0.02098909201057008,2.6617566520149785e-06,-0.9988209815422258,4.440892098500626e-16,3.712456046128104e-05
case_00,B,47,-1.2050489317763224,-0.9979234534013743,0.021022532211305466,2.156022888131902e-06,-0.9988209815422258,4.440892098500626e-16,3.344020073538581e-05
case_00,B,48,-1.2051957657944563,-0.998131108061237,0.02105265114998668,1.7463785393867577e-06,-0.9988209815422259,3.3306690738754696e-16,3.0118938681215207e-05
case_00,B,49,-1.2053279164107766,-0.9983179972551133,0.021079776628795437,1.4145666169032363e-06,-0.9988209815422258,4.440892098500626e-16,2.7125478808755904e-05
case_00,B,50,-1.205446851965465,-0.9984861975296019,0.02110420449125986,1.1457989596917223e-06,-0.9988209815422259,3.3306690738754696e-16,2.4427862464423272e-05
case_00,B,51,-1.2055538939646846,-0.9986375777766417,0.0211262016620224,9.280971573502194e-07,-0.9988209815422259,3.3306690738754696e-16,2.199717076253882e-05
case_00,B,52,-1.2056502317639821,-0.9987738199989775,0.02114600891228978,7.517586974537458e-07,-0.9988209815422258,4.440892098500626e-16,1.9807250267379894e-05
case_00,B,53,-1.2057369357833498,-0.9988964379990797,0.02116384337276111,6.089245449376321e-07,-0.9988209815422256,5.551115123125783e-16,1.7834460471329028e-05
case_00,B,54,-1.205814969400781,-0.9990067941991716,0.021179900814722194,4.932288813995923e-07,-0.9988209815422258,4.440892098500626e-16,1.605744196108566e-05
case_00,B,55,-1.2058851996564688,-0.9991061147792545,0.02119435771879201,3.9951539393363003e-07,-0.9988209815422256,5.551115123125783e-16,1.4456904069815035e-05
case_00,B,56,-1.205948406886588,-0.9991955033013291,0.021207373149561802,3.236074690861778e-07,-0.9988209815422256,5.551115123125783e-16,1.3015430769793002e-05
case_00,B,57,-1.2060052933936953,-0.9992759529711963,0.021219090453111246,2.6212204995972363e-07,-0.9988209815422258,4.440892098500626e-16,1.1717303549443892e-05
case_00,B,58,-1.2060564912500917,-0.9993483576740765,0.021229638793149565,2.1231886046750637e-07,-0.9988209815422256,5.551115123125783e-16,1.0548340038319531e-05
case_00,B,59,-1.2061025693208487,-0.9994135219066689,0.02123913454032762,1.7197827697865411e-07,-0.9988209815422258,4.440892098500626e-16,9.495747178053793e-06
case_00,B,60,-1.20614403958453,-0.9994721697160022,0.021247682528114133,1.3930240435261608e-07,-0.9988209815422259,3.3306690738754696e-16,8.547987786513417e-06
case_00,B,61,-1.206181362821843,-0.9995249527444019,0.021255377187536225,1.1283494752564539e-07,-0.9988209815422258,4.440892098500626e-16,7.694659422092381e-06
case_00,B,62,-1.2062149537354248,-0.9995724574699617,0.021262303572051687,9.139630749577277e-08,-0.9988209815422259,3.3306690738754696e-16,6.926384515461986e-06
case_00,B,63,-1.2062451855576484,-0.9996152117229655,0.021268538282854403,7.403100907158022e-08,-0.9988209815422259,3.3306690738754696e-16,6.2347108027160925e-06
case_00,B,64,-1.2062723941976496,-0.999653690550669,0.021274150304015284,5.996511734797229e-08,-0.998820981542226,2.220446049250313e-16,5.612021160880665e-06
case_01,A,1,-0.1,-0.07071067811865475,0.405,0.5732106781186549,-0.1,,-0.09499999999999997
case_01,A,2,-0.19,-0.13435028842544403,0.32805000000000006,0.6433752884254439,-0.19,,-0.07694999999999996
case_01,A,3,-0.271,-0.19162593770155437,0.26572049999999997,0.7099861877015543,-0.271,,-0.06232950000000009
case_01,A,4,-0.34390000000000004,-0.2431740220500537,0.21523360499999994,0.7727408245500538,-0.34390000000000004,,-0.05048689500000003
case_01,A,5,-0.40951000000000004,-0.28956729796370306,0.17433922004999997,0.8314919079887029,-0.40951000000000004,,-0.04089438494999997
case_01,A,6,-0.46855900000000006,-0.3313212462859875,0.14121476824049997,0.8862081304062376,-0.46855900000000006,,-0.033124451809499994
case_01,A,7,-0.5217031000000001,-0.36889979977604354,0.11438396227480496,0.936943330913446,-0.5217031000000001,,-0.02683080596569501
case_01,A,8,-0.5695327900000001,-0.40272049791709397,0.092651009442592,0.98381239763839,-0.5695327900000001,,-0.021732952832212965
case_01,A,9,-0.6125795110000001,-0.4331591262440393,0.07504731764849953,1.026972540568289,-0.6125795110000001,,-0.017603691794092463
case_01,A,10,-0.6513215599000001,-0.4605538917382901,0.06078832729528462,1.0666088353359324,-0.6513215599000001,,-0.014258990353214915
case_01,A,11,-0.68618940391,-0.48520918068311586,0.04923854510918055,1.1029231551927061,-0.68618940391,,-0.011549782186104071
case_01,A,12,-0.717570463519,-0.5073989407334589,0.03988322153843626,1.136125783262177,-0.717570463519,,-0.00935532357074429
case_01,A,13,-0.7458134171671,-0.5273697247787679,0.03230540944613336,1.1664291380853846,-0.7458134171671,,-0.007577812092302898
case_01,A,14,-0.7712320754503901,-0.5453434304195458,0.026167381651368008,1.1940431589704246,-0.7712320754503901,,-0.0061380277947653515
case_01,A,15,-0.7941088679053511,-0.561519765496246,0.021195579137608087,1.2191719890177257,-0.7941088679053511,,-0.004971802513759921
case_01,A,16,-0.814697981114816,-0.5760784670652761,0.017168419101462554,1.2420116671734154,-0.814697981114816,,-0.004027160036145533
case_01,A,17,-0.8332281830033343,-0.5891812984774033,0.01390641947218467,1.2627485997151626,-0.8332281830033343,,-0.003261999629277885
case_01,A,18,-0.8499053647030009,-0.6009738467483177,0.011264199772469579,1.2815586289860528,-0.8499053647030009,,-0.002642219699715091
case_01,A,19,-0.8649148282327008,-0.6115871401921407,0.009124001815700361,1.2986065552163413,-0.8649148282327008,,-0.0021401979567692176
case_01,A,20,-0.8784233454094308,-0.6211391042915814,0.0073904414707172865,1.3140459977316556,-0.8784233454094308,,-0.0017335603449830745
case_01,A,21,-0.8905810108684877,-0.629735871981078,0.005986257591281,1.3280195062109625,-0.8905810108684877,,-0.0014041838794362866
case_01,A,22,-0.901522909781639,-0.6374729629016249,0.0048488686489376095,1.3406588521169132,-0.901522909781639,,-0.0011373889423433904
case_01,A,23,-0.911370618803475,-0.6444363447301171,0.003927583605639467,1.3520854459346743,-0.911370618803475,,-0.0009212850432981428
case_01,A,24,-0.9202335569231275,-0.6507033883757601,0.0031813427205679727,1.3624108381976077,-0.9202335569231275,,-0.000746240885071494
case_01,A,25,-0.9282102012308148,-0.6563437276568389,0.0025768876036600546,1.3717372720740764,-0.9282102012308148,,-0.0006044551169079181
case_01,A,26,-0.9353891811077333,-0.6614200330098098,0.002087278958964645,1.3801582630431586,-0.9353891811077333,,-0.0004896086446954098
case_01,A,27,-0.94185026299696,-0.6659887078274835,0.0016906959567613625,1.3877591873043442,-0.94185026299696,,-0.0003965830022032823
case_01,A,28,-0.947665236697264,-0.67010051516339,0.0013694637249767017,1.39461786537451,-0.947665236697264,,-0.00032123223178466076
case_01,A,29,-0.9528987130275376,-0.6738011417657057,0.0011092656172311285,1.40080513108809,-0.9528987130275376,,-0.0002601981077455732
case_01,A,30,-0.9576088417247839,-0.6771317057077899,0.0008985051499572118,1.4063853791451604,-0.9576088417247839,,-0.00021076046727391677
case_01,A,31,-0.9618479575523055,-0.6801292132556657,0.0007277891714653432,1.4114170866175508,-0.9618479575523055,,-0.00017071597849186858
case_01,A,32,-0.9656631617970749,-0.6828269700487538,0.0005895092288869284,1.4159533055617346,-0.9656631617970749,,-0.00013827994257841478
case_01,A,33,-0.9690968456173674,-0.6852549511625332,0.00047750247539841165,1.4200421252089162,-0.9690968456173674,,-0.00011200675348851675
case_01,A,34,-0.9721871610556306,-0.6874401341649345,0.00038677700507271464,1.423727103195286,-0.9721871610556306,,-9.0725470325697e-05
case_01,A,35,-0.9749684449500675,-0.6894067988670959,0.0003132893741089003,1.4270476660291842,-0.9749684449500675,,-7.348763096381436e-05
case_01,A,36,-0.9774716004550608,-0.691176797099041,0.0002537643930282092,1.4300394795230855,-0.9774716004550608,,-5.952498108069106e-05
case_01,A,37,-0.9797244404095546,-0.6927697955077916,0.00020554915835285036,1.4327347902917453,-0.9797244404095546,,-4.821523467535887e-05
case_01,A,38,-0.9817519963685992,-0.6942034940756673,0.00016649481826580797,1.4351627396691,-0.9817519963685992,,-3.9054340087042386e-05
case_01,A,39,-0.9835767967317393,-0.6954938227867552,0.0001348608027953052,1.4373496515540223,-0.9835767967317393,,-3.1634015470502784e-05
case_01,A,40,-0.9852191170585654,-0.6966551186267345,0.00010923725026419688,1.4393192957811491,-0.9852191170585654,,-2.5623552531108305e-05
case_01,A,41,-0.9866972053527088,-0.6977002848827157,8.848217271400007e-05,1.4410931286454274,-0.9866972053527088,,-2.0755077550196815e-05
case_01,A,42,-0.9880274848174379,-0.6986409345130988,7.167055989834058e-05,1.4426905122017668,-0.9880274848174379,,-1.681161281565949e-05
case_01,A,43,-0.9892247363356941,-0.6994875191804437,5.8053153517655756e-05,1.4441289139250495,-0.9892247363356941,,-1.3617406380684822e-05
case_01,A,44,-0.9903022627021246,-0.700249445381054,4.702305434930159e-05,1.445424088259291,-0.9903022627021246,,-1.1030099168354167e-05
case_01,A,45,-0.9912720364319122,-0.7009351789616034,3.8088674022933995e-05,1.4465902415145708,-0.9912720364319122,,-8.934380326367594e-06
case_01,A,46,-0.992144832788721,-0.7015523391840979,3.085182595857627e-05,1.4476401814914377,-0.992144832788721,,-7.236848064357722e-06
case_01,A,47,-0.9929303495098489,-0.7021077833843429,2.4989979026446627e-05,1.4485854531287807,-0.9929303495098489,,-5.861846932129646e-06
case_01,A,48,-0.9936373145588641,-0.7026076831645633,2.0241883011421626e-05,1.449436461385501,-0.9936373145588641,,-4.748096015025001e-06
case_01,A,49,-0.9942735831029776,-0.7030575929667617,1.639592523925158e-05,1.4502025824808702,-0.9942735831029776,,-3.845957772170047e-06
case_01,A,50,-0.9948462247926799,-0.7034625117887403,1.3280699443793552e-05,1.4508922645348021,-0.9948462247926799,,-3.115225795458028e-06
case_01,A,51,-0.995361602313412,-0.7038269387285211,1.0757366549472572e-05,1.4515131185685015,-0.995361602313412,,-2.52333289432098e-06
case_01,A,52,-0.9958254420820708,-0.7041549229743237,8.71346690507269e-06,1.4520720007488113,-0.9958254420820708,,-2.0438996443998826e-06
case_01,A,53,-0.9962428978738638,-0.7044501087955461,7.05790819310867e-06,1.4525750866865745,-0.9962428978738638,,-1.655558711964019e-06
case_01,A,54,-0.9966186080864774,-0.7047157760346463,5.716905636418023e-06,1.4530279385307032,-0.9966186080864774,,-1.3410025566906477e-06
case_01,A,55,-0.9969567472778297,-0.7049548765498365,4.630693565498531e-06,1.4534355655355342,-0.9969567472778297,,-1.0862120709194913e-06
case_01,A,56,-0.9972610725500467,-0.7051700670135075,3.7508617880538406e-06,1.4538024787194248,-0.9972610725500467,,-8.798317774446906e-07
case_01,A,57,-0.997534965295042,-0.7053637384308115,3.0381980483235836e-06,1.4541327401773563,-0.997534965295042,,-7.12663739730257e-07
case_01,A,58,-0.9977814687655379,-0.7055380427063851,2.460940419142053e-06,1.4544300075593635,-0.9977814687655379,,-5.772576291815305e-07
case_01,A,59,-0.9980033218889841,-0.7056949165544014,1.993361739504997e-06,1.4546975741797634,-0.9980033218889841,,-4.6757867963705627e-07
case_01,A,60,-0.9982029897000857,-0.705836103017616,1.6146230089990474e-06,1.4549384051791632,-0.9982029897000857,,-3.7873873050594947e-07
case_01,A,61,-0.9983826907300771,-0.7059631708345091,1.3078446372892283e-06,1.4551551701218663,-0.9983826907300771,,-3.067783717098191e-07
case_01,A,62,-0.9985444216570694,-0.7060775318697129,1.0593541562043557e-06,1.4553502723753253,-0.9985444216570694,,-2.484904810848726e-07
case_01,A,63,-0.9986899794913624,-0.7061804568013964,8.580768665255572e-07,1.455525875585511,-0.9986899794913624,,-2.0127728967879852e-07
case_01,A,64,-0.9988209815422262,-0.7062730892399115,6.95042261885649e-07,1.4556839275321554,-0.9988209815422262,,-1.6303460463990822e-07
case_01,B,1,-0.8781692543464601,-0.5356457803159204,0.0074213652932487665,1.1791039813010462,-0.9988209815422262,0.0,0.0074206702509868805
